continent,date,mean_monthly_acquisitions,median_monthly_acquisitions,fraction_cities_observed,n_cities
Africa,2017-01-01,4.737991266375546,3.0,0.9694323144104804,1145
Africa,2017-02-01,4.921397379912664,4.0,0.9973799126637555,1145
Africa,2017-03-01,5.681222707423581,4.0,0.9965065502183406,1145
Africa,2017-04-01,5.438427947598253,4.0,0.9956331877729258,1145
Africa,2017-05-01,5.573799126637555,4.0,0.9973799126637555,1145
Africa,2017-06-01,5.6882096069868995,4.0,1.0,1145
Africa,2017-07-01,5.814847161572052,5.0,1.0,1145
Africa,2017-08-01,5.865502183406114,5.0,1.0,1145
Africa,2017-09-01,5.703056768558952,4.0,1.0,1145
Africa,2017-10-01,5.873362445414847,5.0,0.9991266375545852,1145
Africa,2017-11-01,5.91004366812227,5.0,1.0,1145
Africa,2017-12-01,6.153711790393013,5.0,1.0,1145
Africa,2018-01-01,6.149344978165939,5.0,0.9982532751091703,1145
Africa,2018-02-01,5.419213973799127,4.0,1.0,1145
Africa,2018-03-01,6.1676855895196505,5.0,1.0,1145
Africa,2018-04-01,6.320524017467249,5.0,1.0,1145
Africa,2018-05-01,6.184279475982533,5.0,1.0,1145
Africa,2018-06-01,5.621834061135371,4.0,0.9982532751091703,1145
Africa,2018-07-01,6.3179039301310045,5.0,0.9965065502183406,1145
Africa,2018-08-01,6.206986899563319,5.0,0.9956331877729258,1145
Africa,2018-09-01,6.300436681222707,5.0,0.993886462882096,1145
Africa,2018-10-01,6.397379912663755,5.0,0.9930131004366812,1145
Africa,2018-11-01,6.073362445414848,5.0,0.9851528384279477,1145
Africa,2018-12-01,6.275982532751092,5.0,0.9965065502183406,1145
Africa,2019-01-01,6.261135371179039,5.0,0.993886462882096,1145
Africa,2019-02-01,5.565938864628821,4.0,0.9860262008733625,1145
Africa,2019-03-01,6.360698689956332,5.0,0.9912663755458515,1145
Africa,2019-04-01,6.473362445414847,5.0,0.9921397379912664,1145
Africa,2019-05-01,6.541484716157205,5.0,0.9982532751091703,1145
Africa,2019-06-01,6.17117903930131,5.0,0.9903930131004367,1145
Africa,2019-07-01,6.599126637554585,5.0,0.994759825327511,1145
Africa,2019-08-01,6.597379912663755,5.0,1.0,1145
Africa,2019-09-01,6.310917030567685,5.0,1.0,1145
Africa,2019-10-01,6.599126637554585,5.0,1.0,1145
Africa,2019-11-01,6.475982532751091,5.0,0.9982532751091703,1145
Africa,2019-12-01,6.620087336244541,5.0,0.993886462882096,1145
Africa,2020-01-01,6.627074235807861,5.0,1.0,1145
Africa,2020-02-01,5.939737991266376,5.0,0.9868995633187773,1145
Africa,2020-03-01,6.736244541484716,5.0,1.0,1145
Africa,2020-04-01,6.420087336244541,5.0,1.0,1145
Africa,2020-05-01,6.635807860262009,5.0,1.0,1145
Africa,2020-06-01,6.419213973799127,5.0,0.9991266375545852,1145
Africa,2020-07-01,6.980786026200874,5.0,1.0,1145
Africa,2020-08-01,6.702183406113537,5.0,1.0,1145
Africa,2020-09-01,6.392139737991267,5.0,1.0,1145
Africa,2020-10-01,6.741484716157205,5.0,1.0,1145
Africa,2020-11-01,6.533624454148471,5.0,1.0,1145
