city_id,city_name,country,continent,centroid_lon,centroid_lat,population_2020,area_km2,dominant_mode,archetype,data_quality_flag,n_months,mean_monthly_acquisitions_2017_2026,median_monthly_acquisitions_2017_2026,min_monthly_acquisitions_2017_2026,max_monthly_acquisitions_2017_2026,fraction_months_with_observation,fraction_months_with_dual_pol_coverage,fraction_months_with_both_asc_desc,mean_monthly_s1a,mean_monthly_s1b,mean_monthly_s1c,mean_monthly_s1d,longest_observation_gap_days,longest_gap_metric_basis,pre_1b_baseline_mean_monthly_count_2019_2021,single_satellite_era_mean_monthly_count_2022_2024,recovery_era_mean_monthly_count_2025_2026,pre_1b_fraction_months_observed_2019_2021,single_satellite_fraction_months_observed_2022_2024,recovery_fraction_months_observed_2025_2026,recovery_fraction_months_with_s1c_or_s1d_2025_2026,loss_after_1b_failure_2022_2024_minus_2019_2021,relative_loss_after_1b_failure,single_to_pre_1b_ratio,recovery_delta_2025_2026_minus_2022_2024,recovery_to_single_satellite_ratio,score_component_mean_acquisition,score_component_observation_continuity,score_component_gap,score_component_dual_pol,score_component_orbit_diversity,score_component_1b_shock_resilience,s1_ri_score,s1_ri_score_equal_weight_sensitivity,source_inventory_version,analysis_month_start,analysis_month_end
Africa_+18026+4686,Ain el Bya,Algeria,Africa,-0.2902429590365097,35.82337341129797,118840.07609700596,73.83489396759424,horizontal,mixed,v2_endpoint_shards,113,7.911504424778761,8.0,4,15,1.0,1.0,1.0,4.628318584070796,2.5929203539823007,0.6194690265486725,0.07079646017699115,0,monthly_zero_observation_run_days,9.166666666666666,5.083333333333333,9.588235294117647,1.0,1.0,1.0,0.8823529411764706,-4.083333333333333,0.44545454545454544,0.5545454545454546,4.504901960784314,1.8862102217936356,0.6592920353982301,1.0,1.0,1.0,1.0,0.5545454545454546,0.8925502815768303,0.8689729149906141,copernicus_odata_s1_iw_grdh_201701_202605_v1,2017-01,2026-05
Africa_+18047+4712,Mohammadia,Algeria,Africa,0.0663553335313036,35.5829315860487,54908.63582837348,19.95585674120397,horizontal,horizontal,v2_endpoint_shards,113,11.929203539823009,12.0,7,23,1.0,1.0,1.0,7.1415929203539825,3.769911504424779,0.9203539823008849,0.09734513274336283,0,monthly_zero_observation_run_days,14.0,7.638888888888889,14.235294117647058,1.0,1.0,1.0,0.8823529411764706,-6.361111111111111,0.45436507936507936,0.5456349206349207,6.596405228758169,1.8635294117647057,0.9941002949852508,1.0,1.0,1.0,1.0,0.5456349206349207,0.9758068197780587,0.923289202603362,copernicus_odata_s1_iw_grdh_201701_202605_v1,2017-01,2026-05
Africa_+18050+4735,Mascara,Algeria,Africa,0.1293352017362427,35.397498683142736,129504.40501492067,36.91726499672615,horizontal,mixed,v2_endpoint_shards,113,11.690265486725664,12.0,7,23,1.0,1.0,1.0,7.1415929203539825,3.5309734513274336,0.9203539823008849,0.09734513274336283,0,monthly_zero_observation_run_days,14.0,7.638888888888889,14.235294117647058,1.0,1.0,1.0,0.8823529411764706,-6.361111111111111,0.45436507936507936,0.5456349206349207,6.596405228758169,1.8635294117647057,0.974188790560472,1.0,1.0,1.0,1.0,0.5456349206349207,0.970828943671864,0.9199706185325655,copernicus_odata_s1_iw_grdh_201701_202605_v1,2017-01,2026-05
Africa_+18054+4797,Saida,Algeria,Africa,0.1516276407769863,34.85416035297484,153329.36305643723,34.92149697372417,horizontal,mixed,v2_endpoint_shards,113,8.424778761061948,9.0,2,16,1.0,1.0,0.6637168141592921,5.097345132743363,2.6106194690265485,0.6548672566371682,0.061946902654867256,0,monthly_zero_observation_run_days,9.694444444444445,4.361111111111111,9.411764705882353,1.0,1.0,1.0,0.8823529411764706,-5.333333333333334,0.5501432664756447,0.44985673352435523,5.0506535947712425,2.158111652304234,0.7020648967551623,1.0,1.0,1.0,0.6637168141592921,0.44985673352435523,0.8643807422809375,0.8026064074064684,copernicus_odata_s1_iw_grdh_201701_202605_v1,2017-01,2026-05
Africa_+18056+4681,Mostaganem,Algeria,Africa,0.2048548663648036,35.91831099643265,350697.1937023854,295.33861107357546,horizontal,mixed,v2_endpoint_shards,113,16.20353982300885,18.0,9,29,1.0,1.0,1.0,9.654867256637168,5.221238938053097,1.2123893805309736,0.11504424778761062,0,monthly_zero_observation_run_days,19.11111111111111,10.13888888888889,18.705882352941178,1.0,1.0,1.0,0.8823529411764706,-8.972222222222221,0.46947674418604646,0.5305232558139535,8.566993464052288,1.8449637389202256,1.0,1.0,1.0,1.0,1.0,0.5305232558139535,0.9765261627906976,0.9217538759689923,copernicus_odata_s1_iw_grdh_201701_202605_v1,2017-01,2026-05
Africa_+18069+4704,Relizane,Algeria,Africa,0.2849286907500343,35.76462405676351,111446.69054898473,177.60092565481645,horizontal,horizontal,v2_endpoint_shards,113,16.530973451327434,18.0,9,32,1.0,1.0,1.0,9.654867256637168,5.230088495575221,1.5132743362831858,0.13274336283185842,0,monthly_zero_observation_run_days,19.11111111111111,10.13888888888889,20.823529411764707,1.0,1.0,1.0,0.8823529411764706,-8.972222222222221,0.46947674418604646,0.5305232558139535,10.684640522875817,2.0538275584206285,1.0,1.0,1.0,1.0,1.0,0.5305232558139535,0.9765261627906976,0.9217538759689923,copernicus_odata_s1_iw_grdh_201701_202605_v1,2017-01,2026-05
Africa_+18089+5020,El Abiodh Sidi Cheikh,Algeria,Africa,0.5478709290875658,32.90440342698509,99732.6020646862,12.970886304197776,horizontal,horizontal,v2_endpoint_shards,113,6.557522123893805,7.0,2,15,1.0,1.0,0.2743362831858407,2.8761061946902653,2.672566371681416,0.9292035398230089,0.07964601769911504,0,monthly_zero_observation_run_days,7.583333333333333,2.5277777777777777,9.176470588235293,1.0,1.0,1.0,0.8823529411764706,-5.055555555555555,0.6666666666666666,0.3333333333333333,6.648692810457516,3.630252100840336,0.5464601769911505,1.0,1.0,1.0,0.2743362831858407,0.3333333333333333,0.7807153392330384,0.692354965585054,copernicus_odata_s1_iw_grdh_201701_202605_v1,2017-01,2026-05
Africa_+18092+4696,Relizane,Algeria,Africa,0.5520266043489276,35.73213637759846,142707.58209350816,35.919863287779485,horizontal,horizontal,v2_endpoint_shards,113,16.43362831858407,18.0,9,32,1.0,1.0,1.0,9.654867256637168,5.123893805309734,1.5221238938053097,0.13274336283185842,0,monthly_zero_observation_run_days,19.11111111111111,10.13888888888889,20.88235294117647,1.0,1.0,1.0,0.8823529411764706,-8.972222222222221,0.46947674418604646,0.5305232558139535,10.743464052287582,2.0596293311845284,1.0,1.0,1.0,1.0,1.0,0.5305232558139535,0.9765261627906976,0.9217538759689923,copernicus_odata_s1_iw_grdh_201701_202605_v1,2017-01,2026-05
Africa_+18110+4655,Mazouna,Algeria,Africa,0.8438620252766533,36.10878707000713,54830.89432471031,38.91304203838748,horizontal,mixed,v2_endpoint_shards,113,21.07079646017699,22.0,13,34,1.0,1.0,1.0,14.47787610619469,5.256637168141593,1.2300884955752212,0.10619469026548672,0,monthly_zero_observation_run_days,24.25,15.166666666666666,23.647058823529413,1.0,1.0,1.0,0.8823529411764706,-9.083333333333334,0.3745704467353952,0.6254295532646048,8.480392156862747,1.559146735617324,1.0,1.0,1.0,1.0,1.0,0.6254295532646048,0.9812714776632302,0.9375715922107674,copernicus_odata_s1_iw_grdh_201701_202605_v1,2017-01,2026-05
Africa_+18114+4671,Oued Rhiou,Algeria,Africa,0.8899075631919083,35.950093456383854,71734.20371202019,25.94123038725488,horizontal,horizontal,v2_endpoint_shards,113,16.20353982300885,18.0,9,29,1.0,1.0,1.0,9.646017699115044,5.230088495575221,1.2212389380530972,0.10619469026548672,0,monthly_zero_observation_run_days,19.083333333333332,10.13888888888889,18.705882352941178,1.0,1.0,1.0,0.8823529411764706,-8.944444444444443,0.4687045123726346,0.5312954876273654,8.566993464052288,1.8449637389202256,1.0,1.0,1.0,1.0,1.0,0.5312954876273654,0.9765647743813682,0.9218825812712276,copernicus_odata_s1_iw_grdh_201701_202605_v1,2017-01,2026-05
Africa_+18127+4644,'Ain Merane,Algeria,Africa,0.9571903791153265,36.18705390444388,56944.26687267154,38.90955623747325,horizontal,mixed,v2_endpoint_shards,113,12.68141592920354,15.0,6,22,1.0,1.0,1.0,7.663716814159292,4.0265486725663715,0.911504424778761,0.07964601769911504,0,monthly_zero_observation_run_days,15.0,7.583333333333333,13.941176470588236,1.0,1.0,1.0,0.8823529411764706,-7.416666666666667,0.49444444444444446,0.5055555555555555,6.3578431372549025,1.8383968972204268,1.0,1.0,1.0,1.0,1.0,0.5055555555555555,0.9752777777777777,0.9175925925925926,copernicus_odata_s1_iw_grdh_201701_202605_v1,2017-01,2026-05
Africa_+18135+4770,Frenda,Algeria,Africa,1.0525328536114562,35.06253037294527,51441.21941562728,8.979710946516517,horizontal,mixed,v2_endpoint_shards,113,14.079646017699115,17.0,6,26,1.0,1.0,1.0,7.893805309734513,4.884955752212389,1.1946902654867257,0.10619469026548672,0,monthly_zero_observation_run_days,17.36111111111111,7.583333333333333,16.0,1.0,1.0,1.0,0.8823529411764706,-9.777777777777779,0.5632,0.43679999999999997,8.416666666666668,2.10989010989011,1.0,1.0,1.0,1.0,1.0,0.43679999999999997,0.9718399999999999,0.9061333333333333,copernicus_odata_s1_iw_grdh_201701_202605_v1,2017-01,2026-05
Africa_+18138+4657,Chlef,Algeria,Africa,1.3002794938324804,36.149411046673634,377753.831803881,181.59281992528244,horizontal,horizontal,v2_endpoint_shards,113,15.097345132743364,17.0,8,24,1.0,1.0,1.0,10.070796460176991,4.0265486725663715,0.9203539823008849,0.07964601769911504,0,monthly_zero_observation_run_days,17.555555555555557,10.11111111111111,16.41176470588235,1.0,1.0,1.0,0.8823529411764706,-7.444444444444446,0.4240506329113925,0.5759493670886076,6.300653594771241,1.623141564318035,1.0,1.0,1.0,1.0,1.0,0.5759493670886076,0.9787974683544304,0.929324894514768,copernicus_odata_s1_iw_grdh_201701_202605_v1,2017-01,2026-05
Africa_+18156+4740,Tiaret,Algeria,Africa,1.3304606255008309,35.35902740445095,198928.397358008,43.904695069766085,horizontal,mixed,v2_endpoint_shards,113,8.08849557522124,9.0,3,14,1.0,1.0,1.0,5.0265486725663715,2.398230088495575,0.6194690265486725,0.04424778761061947,0,monthly_zero_observation_run_days,9.944444444444445,5.055555555555555,9.294117647058824,1.0,1.0,1.0,0.8235294117647058,-4.888888888888889,0.4916201117318436,0.5083798882681564,4.238562091503269,1.8383968972204268,0.6740412979351033,1.0,1.0,1.0,1.0,0.5083798882681564,0.8939293188971835,0.86373686436721,copernicus_odata_s1_iw_grdh_201701_202605_v1,2017-01,2026-05
Africa_+18173+4758,Sougueur,Algeria,Africa,1.499694528980617,35.18352598005278,73379.00288877299,15.964234544160863,horizontal,mixed,v2_endpoint_shards,113,7.9734513274336285,8.0,3,14,1.0,1.0,1.0,5.0265486725663715,2.2920353982300883,0.6106194690265486,0.04424778761061947,0,monthly_zero_observation_run_days,9.944444444444445,5.055555555555555,9.235294117647058,1.0,1.0,1.0,0.8235294117647058,-4.888888888888889,0.4916201117318436,0.5083798882681564,4.179738562091503,1.8267614738202973,0.6644542772861357,1.0,1.0,1.0,1.0,0.5083798882681564,0.8915325637349417,0.862139027592382,copernicus_odata_s1_iw_grdh_201701_202605_v1,2017-01,2026-05
Africa_+18176+4696,Lardjem,Algeria,Africa,1.555701559915578,35.75402461278014,241017.089849315,33.9243323396991,horizontal,horizontal,v2_endpoint_shards,113,9.150442477876107,10.0,3,15,1.0,1.0,1.0,5.0265486725663715,3.4690265486725664,0.6106194690265486,0.04424778761061947,0,monthly_zero_observation_run_days,12.277777777777779,5.055555555555555,9.235294117647058,1.0,1.0,1.0,0.8235294117647058,-7.222222222222223,0.5882352941176471,0.4117647058823529,4.179738562091503,1.8267614738202973,0.7625368731563422,1.0,1.0,1.0,1.0,0.4117647058823529,0.9112224535832033,0.8623835965064494,copernicus_odata_s1_iw_grdh_201701_202605_v1,2017-01,2026-05
