city_id,city_name,country,continent,W0_baseline,W1_equal,W2_gap_heavy,W3_continuity_heavy,W4_coverage_only,W5_dualpol_heavy,W6_no_1b_shock
South_Asia_r02_c02_+25599+6880,Tandur,India,South_Asia,0.6987362563689997,0.6870362921247877,0.7380799141861089,0.7093925985518906,0.724594395280236,0.7380799141861089,0.6836098820058998
South_Asia_r02_c02_+25601+7010,Raichur,India,South_Asia,0.6982817109144543,0.6855211406096362,0.7376253687315635,0.7089380530973453,0.724594395280236,0.7376253687315635,0.6836098820058998
South_Asia_r02_c02_+25604+6462,Wardha,India,South_Asia,0.6970606826801518,0.678992836072482,0.7362199747155499,0.7079013906447535,0.7258849557522123,0.7362199747155499,0.6846238938053099
South_Asia_r02_c02_+25604+6942,Narayanpet,India,South_Asia,0.6985518905872888,0.686913381603647,0.73793242156074,0.7091713596138375,0.7243362831858406,0.7379324215607401,0.6834070796460178
South_Asia_r02_c02_+25607+7080,Adoni,India,South_Asia,0.705628061486834,0.6805104507771553,0.7427593299234121,0.7184967930502557,0.7400811209439527,0.7427593299234121,0.6957780235988201
South_Asia_r02_c02_+25623+6425,Nagpur,India,South_Asia,0.7423672566371683,0.728244837758112,0.7738938053097345,0.7608407079646019,0.7793141592920354,0.7738938053097345,0.7266039823008851
South_Asia_r02_c02_+25623+6590,Kyathampalle,India,South_Asia,0.6972884048105287,0.6802435519249679,0.7364845700022691,0.7080922396187883,0.725626843657817,0.7364845700022691,0.6844210914454277
South_Asia_r02_c02_+25624+6659,Nirmal,India,South_Asia,0.6972884048105287,0.6802435519249679,0.7364845700022691,0.7080922396187883,0.725626843657817,0.7364845700022691,0.6844210914454277
South_Asia_r02_c02_+25626+6718,Nizamabad,India,South_Asia,0.7041369302502617,0.6661988137152282,0.7405676087163383,0.717706251784185,0.744985250737463,0.7405676087163383,0.6996312684365783
South_Asia_r02_c02_+25626+7060,Emmiganur,India,South_Asia,0.6987362563689997,0.6870362921247877,0.7380799141861089,0.7093925985518906,0.724594395280236,0.7380799141861089,0.6836098820058998
South_Asia_r02_c02_+25628+6484,Hinganghat,India,South_Asia,0.6972884048105287,0.6802435519249679,0.7364845700022691,0.7080922396187883,0.725626843657817,0.7364845700022691,0.6844210914454277
South_Asia_r02_c02_+25629+6698,Amur,India,South_Asia,0.6972884048105287,0.6802435519249679,0.7364845700022691,0.7080922396187883,0.725626843657817,0.7364845700022691,0.6844210914454277
South_Asia_r02_c02_+25630+7137,Guntakal,India,South_Asia,0.6985518905872888,0.686913381603647,0.73793242156074,0.7091713596138375,0.7243362831858406,0.7379324215607401,0.6834070796460178
South_Asia_r02_c02_+25631+6437,Takalghat,India,South_Asia,0.6972884048105287,0.6802435519249679,0.7364845700022691,0.7080922396187883,0.725626843657817,0.7364845700022691,0.6844210914454277
South_Asia_r02_c02_+25632+6872,Vikarabad,India,South_Asia,0.6985518905872888,0.686913381603647,0.73793242156074,0.7091713596138375,0.7243362831858406,0.7379324215607401,0.6834070796460178
South_Asia_r02_c02_+25633+6894,Vikarabad,India,South_Asia,0.6973938331385318,0.6781367692621657,0.7364056325485613,0.7083820337285024,0.7269174041297934,0.7364056325485613,0.6854351032448378
South_Asia_r02_c02_+25640+7013,Gadwal,India,South_Asia,0.6982817109144543,0.6855211406096362,0.7376253687315635,0.7089380530973453,0.724594395280236,0.7376253687315635,0.6836098820058998
South_Asia_r02_c02_+25642+6789,Medak,India,South_Asia,0.7286873156342183,0.7200098328416912,0.7631268436578171,0.7438053097345134,0.7589233038348082,0.7631268436578171,0.7114675516224189
South_Asia_r02_c02_+25644+6751,Kamareddi,India,South_Asia,0.6972884048105287,0.6802435519249679,0.7364845700022691,0.7080922396187883,0.725626843657817,0.7364845700022691,0.6844210914454277
South_Asia_r02_c02_+25644+6842,Potreddipalli,India,South_Asia,0.6994911504424779,0.6836529006882988,0.7386135693215339,0.7094837758112095,0.7261430678466076,0.7386135693215339,0.6865966076696165
