term,coef,std_err,t,p_value
Intercept,0.22234322900349884,0.02426848766774253,9.16180818712637,9.40722602675905e-20
C(continent)[T.Latin_America],0.3845733900404844,0.04115419249220292,9.344695321463195,1.7843741924471288e-20
C(continent)[T.South_Asia],-0.3033334816832735,0.03130893833759503,-9.688398833985305,7.231278593302668e-22
C(continent)[T.Southeast_Asia],0.16270218513626247,0.04084849749340193,3.9830641301443954,6.970920973010489e-05
s1_backscatter_change_index_z,0.15177333107031218,0.013496277087986067,11.24557017323064,9.529216874644098e-29
s1_ri_score_z,0.0735034383320323,0.013385482805348991,5.491280322190507,4.336282798831205e-08
s1_backscatter_change_index_z:s1_ri_score_z,-0.026208348373967384,0.012790685550891549,-2.049018269559491,0.04055035195161104
